rank_scope,rank_scope_position,bestseller_rank,rank_delta,trend_score,niche_score,product_id,merchant_id,offer_key,title,brand,seller_name,price,original_price,price_delta_percent,stock_status,sales_signal,sales_signal_days,sales_signal_min,sales_signal_daily_min,rating,review_count,review_delta,question_count,campaigns,delivery_summary,detail_status,detail_age_days,url
kozmetik:kozmetik-vitrini,22,22,-12,96.9,58.8,897985046,1173798,897985046:1173798,"Kremi Dudak Bakım Parlatıcı Lip Balm Bordo, Cherry Coke, Nemlendirici, Peptit, Seramid, E Vitamini 13ml",Kremi,ANDİORA,469,568,,InStock,3 günde 1B+ ürün satıldı!,3,1000,333.3,4.5,2293,6,96,"[""Kargo Bedava"",""Son 10 Günün En Düşük Fiyatı"",""Son 10 günün en düşük fiyatı""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/kremi/dudak-bakim-parlatici-lip-balm-bordo-cherry-coke-nemlendirici-peptit-seramid-e-vitamini-13ml-p-897985046?boutiqueId=61&merchantId=1173798
kozmetik:kozmetik-vitrini,34,34,2,50.5,28.8,4360139,1096785,4360139:1096785,KIKO Ruj - Smart Fusion Lipstick 405 Vintage Rose 8025272631426,KIKO,TWİN BEAUTY,709,,,InStock,Son 3 günde 500+ ürün satıldı!,3,500,166.7,4.6,,0,198,"[""Kargo Bedava""]",2 saat 56 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/kiko/ruj-smart-fusion-lipstick-405-vintage-rose-8025272631426-p-4360139?boutiqueId=61&merchantId=1096785
kozmetik:kozmetik-vitrini,61,61,,43.1,7.5,2422148,1081275,2422148:1081275,Vi vet Tüy Sarartıcı Krem 70 Ml-35ml,Vi vet,GLONAR KOZMETİK,135.04,170,,InStock,,,,,4.5,645,,,"[""Son 10 Günün En Düşük Fiyatı""]",11 saat 56 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/vi-vet/tuy-sarartici-krem-70-ml-35ml-p-2422148?boutiqueId=61&merchantId=1081275
kozmetik:kozmetik-vitrini,96,96,-18,34.6,24.6,4360185,1150719,4360185:1150719,KIKO Ruj - Smart Fusion Lipstick - 407 Rosewood - İpeksi Parlak Lipstick,KIKO,AYC KOZMETİK,666,,1.7,InStock,Son 3 günde 500+ ürün satıldı!,3,500,166.7,4.7,,0,108,"[""50 TL Kupon"",""Kargo Bedava"",""Sepette %1 İndirim""]",11 saat 55 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/kiko/ruj-smart-fusion-lipstick-407-rosewood-ipeksi-parlak-lipstick-p-4360185?boutiqueId=61&merchantId=1150719
kozmetik:kozmetik-vitrini,126,126,18,52.3,52.7,926947332,936059,926947332:936059,CALLİEL Aydınlatıcı Leke Karşıtı Cilt Tonu Eşitleyici ve Parlatıcı Rice Tonik 200 Ml,CALLİEL,SKY GROUP,421,,0.5,InStock,"Son 3 günde 1,5B+ ürün satıldı!",3,1500,500,4.1,2593,22,2370,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",11 saat 54 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/calliel/aydinlatici-leke-karsiti-cilt-tonu-esitleyici-ve-parlatici-rice-tonik-200-ml-p-926947332?boutiqueId=61&merchantId=936059
kozmetik:kozmetik-vitrini,139,139,,28.9,30.3,1145365033,691163,1145365033:691163,VULLY Glow Libera Argan yağlı besleyici ve Panthenol içerikli ışıltı veren Saç Parfümü 100 Ml,VULLY,SoWhat Kozmetik,699,,,InStock,Son 3 günde 500+ ürün satıldı!,3,500,166.7,4,366,,34,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/vully/glow-libera-argan-yagli-besleyici-ve-panthenol-icerikli-isilti-veren-sac-parfumu-100-ml-p-1145365033?boutiqueId=61&merchantId=691163
kozmetik:kozmetik-vitrini,166,166,-54,38.8,20.8,847267079,936059,847267079:936059,CALLİEL Leke Karşıtı Gözenek Sıkılaştırıcı Glikolik Asit Tonik 200 Ml,CALLİEL,SKY GROUP,401,,,InStock,Son 3 günde 500+ ürün satıldı!,3,500,166.7,4.3,6388,14,5034,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",11 saat 53 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/calliel/leke-karsiti-gozenek-sikilastirici-glikolik-asit-tonik-200-ml-p-847267079?boutiqueId=61&merchantId=936059
