bestseller_rank,rank_delta,trend_score,niche_score,product_id,title,brand,seller_name,price,original_price,price_delta_percent,stock_status,sales_signal,rating,review_count,review_delta,question_count,campaigns,delivery_summary,detail_status,detail_age_days,url
143,,18.6,11.4,346033080,Sleepy Extra Ultra Ince Günlük Ped Normal 80 Adet Ped,Sleepy,DAĞDEVİREN GROSS,93.85,,,InStock,,4.5,209,,13,"[""Kargo Bedava"",""Son 10 Günün En Düşük Fiyatı"",""Trendyol Plus'a Özel""]",13 saat 18 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/sleepy/extra-ultra-ince-gunluk-ped-normal-80-adet-ped-p-346033080?boutiqueId=61&merchantId=1083177
152,,18.6,11.4,346557439,Sleepy Bio Natural Premium Plus Günlük Ped Uzun 64 Adet Ped,Sleepy,indirgetir,157,,,InStock,,4.5,212,,38,"[""Sepette %20 İndirim"",""8 TL Kupon"",""Kargo Bedava"",""Son 10 Günün En Düşük Fiyatı"",""Trendyol Plus'a Özel""]",4 saat 18 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/sleepy/bio-natural-premium-plus-gunluk-ped-uzun-64-adet-ped-p-346557439?boutiqueId=61&merchantId=164806
70,0,18.5,29,892298545,Defacto Slım Fıt Basıc Düz Yuvarlak Yaka Fitilli Kaşkorse Atlet E5540AX25SM,Defacto,DeFacto,299.99,,150,InStock,Son 3 günde 250+ ürün satıldı!,4.4,,0,4,"[""Kargo Bedava""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/defacto/slim-fit-basic-duz-yuvarlak-yaka-fitilli-kaskorse-atlet-e5540ax25sm-p-892298545?boutiqueId=61&merchantId=1188
140,,18.5,11.5,257509545,Airiz Tiens Hijyenik Normal Kadın Pedi 10 'lu 4 Paket,Airiz,3a Store,732.74,,,InStock,,4.7,207,,177,"[""Kargo Bedava"",""Sepette %2 İndirim""]",13 saat 18 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/airiz/tiens-hijyenik-normal-kadin-pedi-10-lu-4-paket-p-257509545?boutiqueId=61&merchantId=503837
136,,18.4,13.6,1095593148,Quality Life Saf Nioli Suyu Genital Bölge Koku Giderici ve Önleyici Niaouli Sprey Tonik 100 ml,Quality Life,QL QUALİTY LİFE,264.59,269.99,,InStock,,4.4,110,,80,"[""Sepette %2 İndirim"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",4 saat 18 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/quality-life/saf-nioli-suyu-genital-bolge-koku-giderici-ve-onleyici-niaouli-sprey-tonik-100-ml-p-1095593148?boutiqueId=61&merchantId=319712
106,,18.3,11.7,1136410386,Siveno %100 Doğal İntim Yıkama Köpüğü Beyazlatıcı Etkili Koku Önleyici pH 3.8 100 ml,Siveno,Siveno,192.59,,,InStock,,4.5,192,,47,"[""Kargo Bedava""]",19 dakika 37 saniye içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/siveno/100-dogal-intim-yikama-kopugu-beyazlatici-etkili-koku-onleyici-ph-3-8-100-ml-p-1136410386?boutiqueId=61&merchantId=106852
126,,18.1,11.9,962195871,Rivance Genital Giderici Ve Koku Önleyici %100 Saf Niaouli Yağı,Rivance,Rivance,190.1,,,InStock,,4.1,184,,128,"[""Kargo Bedava""]",6 saat 19 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/rivance/genital-giderici-ve-koku-onleyici-100-saf-niaouli-yagi-p-962195871?boutiqueId=61&merchantId=781333
157,,17.9,12.1,346557398,Sleepy Black Premium Plus Günlük Ped Uzun 64 Adet Ped,Sleepy,Hangar Express,139.9,,,InStock,,4.4,173,,29,"[""Sepette %20 İndirim"",""Kargo Bedava"",""Son 10 Günün En Düşük Fiyatı"",""Trendyol Plus'a Özel""]",13 saat 18 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/sleepy/black-premium-plus-gunluk-ped-uzun-64-adet-ped-p-346557398?boutiqueId=61&merchantId=602843
168,,17.9,12.1,775763587,"beije Günlük Ped Paketi (50 Standart Günlük Ped, 30 Süper Günlük Ped)",beije,beije,552.77,,,InStock,,4.6,171,,66,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/beije/gunluk-ped-paketi-50-standart-gunluk-ped-30-super-gunluk-ped-p-775763587?boutiqueId=61&merchantId=621370
156,,17.8,12.2,877721086,Sleepy Bio Natural Premium Plus Hijyenik Ped Mega Paket Normal 46 Adet,Sleepy,DAĞDEVİREN GROSS,124.17,,,InStock,,4.7,168,,37,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",18 dakika 22 saniye içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/sleepy/bio-natural-premium-plus-hijyenik-ped-mega-paket-normal-46-adet-p-877721086?boutiqueId=61&merchantId=1083177
108,,17.3,12.7,947096272,Furuize Genital Bölge Sıkılaştırıcı Jel (1 Adet),Furuize,orenda live,84.59,,,InStock,,4.3,145,,193,"[""Kargo Bedava""]",13 saat 19 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/furuize/genital-bolge-sikilastirici-jel-1-adet-p-947096272?boutiqueId=61&merchantId=1107914
148,,17.3,12.7,858747738,Wobox Hijyenik Kadın Ayakta Işeme Aparatı / Kadın Pisuvarı 10'lu 1 Paket,Wobox,Wobox,169.99,,,InStock,,4.5,143,,31,"[""999 TL Kupon"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",13 saat 18 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/wobox/hijyenik-kadin-ayakta-iseme-aparati-kadin-pisuvari-10-lu-1-paket-p-858747738?boutiqueId=61&merchantId=689739
119,,17,13,1046726890,DR GE Dr.Ge İntim Sprey,DR GE,DR GE,594,,,InStock,,4.5,131,,68,"[""Kargo Bedava""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/dr-ge/dr-ge-intim-sprey-p-1046726890?boutiqueId=61&merchantId=818206
180,,16.8,14.2,1050198257,The Ceel İntim Bakım Seti – Nioli Suyu + Nioli Yağı,The Ceel,The Ceel,363.89,367.57,,InStock,,4.5,93,,43,"[""Kargo Bedava"",""Son 10 Günün En Düşük Fiyatı"",""Son 10 günün en düşük fiyatı""]",17 dakika 45 saniye içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/the-ceel/intim-bakim-seti-nioli-suyu-nioli-yagi-p-1050198257?boutiqueId=61&merchantId=791156
169,,16,15.8,801122543,Airiz Tiens Airiz Orijinal Yeni Tarihli Lüks Kadın Pedi 6'lı Paket (3 GÜNDÜZ 2 GÜNLÜK1 GECE) Süper Ürün,Airiz,Kaliteli Pazar,1395,1420,,InStock,,4.8,59,,64,"[""Kargo Bedava"",""Sepette %2 İndirim"",""Son 10 Günün En Düşük Fiyatı""]",2 saat 17 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/airiz/tiens-airiz-orijinal-yeni-tarihli-luks-kadin-pedi-6-li-paket-3-gunduz-2-gunluk1-gece-super-urun-p-801122543?boutiqueId=61&merchantId=1196642
176,,15.9,14.1,749426168,Sleepy Black Premium Plus Günlük Ped Normal 40x8 (320 Adet),Sleepy,Anka Kuşu Gross,425,,,InStock,,4.6,96,,30,"[""Kargo Bedava"",""Sepette %30 İndirim"",""Son 10 Günün En Düşük Fiyatı"",""Trendyol Plus'a Özel""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/sleepy/black-premium-plus-gunluk-ped-normal-40x8-320-adet-p-749426168?boutiqueId=61&merchantId=1114271
171,,15.8,14.2,747747970,"beije Ece'nin Regl Paketi (20 Standart Ped, 20 Süper Ped)",beije,beije,616.55,,,InStock,,4.7,94,,28,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/beije/ece-nin-regl-paketi-20-standart-ped-20-super-ped-p-747747970?boutiqueId=61&merchantId=621370
151,,15.6,14.4,883161683,Sleepy Bio Natural Premium Plus Hijyenik Ped Mega Paket Gece Extra 26 Adet,Sleepy,DAĞDEVİREN GROSS,114.2,,,InStock,,4.7,87,,23,"[""Son 10 Günün En Düşük Fiyatı"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",18 dakika 27 saniye içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/sleepy/bio-natural-premium-plus-hijyenik-ped-mega-paket-gece-extra-26-adet-p-883161683?boutiqueId=61&merchantId=1083177
175,,15.5,14.5,870499813,"Han Ticarethane 10'lu, Paket Halinde Koltukaltı Ter Önleme Pedi",Han Ticarethane,DeerHome,49.99,,,InStock,,3.7,86,,25,"[""Sepette %1 İndirim"",""Kargo Bedava""]",17 dakika 50 saniye içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/han-ticarethane/10-lu-paket-halinde-koltukalti-ter-onleme-pedi-p-870499813?boutiqueId=61&merchantId=333220
153,,15.4,14.6,315811041,Sleepy Naturel Günlük Ped 64lü,Sleepy,DAĞDEVİREN GROSS,184.99,,,InStock,,4.6,82,,10,"[""Sepette %20 İndirim"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",13 saat 18 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/sleepy/naturel-gunluk-ped-64lu-p-315811041?boutiqueId=61&merchantId=1083177
183,,15.3,14.7,834049281,"Roen Genital Bölge Beyazlatıcı Krem, Kojik Asit & Niacinamide İçerikli İntim Beyazlatıcı Krem (100mlx2 )",Roen,Roen,459.66,,,InStock,,4.1,81,,43,"[""15 TL Kupon"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",2 saat 17 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/roen/genital-bolge-beyazlatici-krem-kojik-asit-niacinamide-icerikli-intim-beyazlatici-krem-100mlx2-p-834049281?boutiqueId=61&merchantId=982045
144,,15.1,14.9,874913773,Sleepy Natural Ultra Hassas Günlük Ped No:2 Uzun 32X4 128'li,Sleepy,DAĞDEVİREN GROSS,765.15,,,InStock,,4.5,77,,45,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",18 dakika 40 saniye içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/sleepy/natural-ultra-hassas-gunluk-ped-no-2-uzun-32x4-128-li-p-874913773?boutiqueId=61&merchantId=1083177
131,,15,15,7115195,Viaxi Whitenning Beyazlatıcı Renk Açıcı Cilt Bakım Kremi 50 ml,Viaxi,Eczanedeyim,409,,,InStock,,3.6,75,,66,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",3 saat 19 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/viaxi/whitenning-beyazlatici-renk-acici-cilt-bakim-kremi-50-ml-p-7115195?boutiqueId=61&merchantId=205520
200,,15,15,1132826054,NightBerry A’frodizyak Etkili İntim Genital Dış Parfüm 60 ml,NightBerry,GHALİA GLOBAL,322.99,,,InStock,,4.8,75,,30,"[""20 TL Kupon"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",13 saat 17 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/nightberry/a-frodizyak-etkili-intim-genital-dis-parfum-60-ml-p-1132826054?boutiqueId=61&merchantId=1255679
173,,14.9,15.1,810406488,Orkid OrkidHijyenik Ped Ultra Gece Ekstra Max 14' lü 6 Adet,Orkid,Urban Pantry,749,,,InStock,,4.6,71,,13,"[""Kargo Bedava""]",1 saat 17 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/orkid/orkidhijyenik-ped-ultra-gece-ekstra-max-14-lu-6-adet-p-810406488?boutiqueId=61&merchantId=805035
114,,14.8,15.2,899057398,"Clara Hygienics Bright Touch Intim Beyazlatıcı Krem 50ml – Genital Bölge, Koltuk Altı Ton Eşitleyici Vegan (Ph 4.7)",Clara Hygienics,Clara Hygienics,379,,,InStock,,3.9,70,,34,"[""100 TL Kupon"",""Kargo Bedava""]",13 saat 19 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/clara-hygienics/bright-touch-intim-beyazlatici-krem-50ml-genital-bolge-koltuk-alti-ton-esitleyici-vegan-ph-4-7-p-899057398?boutiqueId=61&merchantId=800960
197,,14.7,15.3,6279750,o.b. Tampon Süper 16'lı x2,o.b.,DAĞDEVİREN GROSS,240.3,,,InStock,,4.7,68,,10,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",17 dakika 17 saniye içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/o-b/tampon-super-16-li-x2-p-6279750?boutiqueId=61&merchantId=1083177
105,,14.5,15.5,1098696267,Rivance Durulanmayan LEAVE-ON pH 4.2 Sülfatsız İntim Ferahlık Spreyi 100 ML,Rivance,Rivance,195.92,,,InStock,,4.2,64,,86,"[""Kargo Bedava""]",6 saat 19 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/rivance/durulanmayan-leave-on-ph-4-2-sulfatsiz-intim-ferahlik-spreyi-100-ml-p-1098696267?boutiqueId=61&merchantId=781333
161,,14.2,15.8,1102467435,ECOSOFT Yıkanabilir Günlük Ped %100 Pamuk Bambu Ultra İnce Doğal Ped (10 Adet),ECOSOFT,EcoSoft,680,,,InStock,,4.4,59,,53,"[""20 TL Kupon"",""Kargo Bedava""]",13 saat 18 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/ecosoft/yikanabilir-gunluk-ped-100-pamuk-bambu-ultra-ince-dogal-ped-10-adet-p-1102467435?boutiqueId=61&merchantId=1233363
198,,13.7,16.3,1127678898,Kerry Line İNTİM DIŞ GENİTAL KOKU GİDERİCİ PARFÜM 50 ML,Kerry Line,KERRY LİNE TÜRKİYE,323.1,,,InStock,,4.1,51,,35,"[""25 TL Kupon"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",2 saat 17 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/kerry-line/intim-dis-genital-koku-giderici-parfum-50-ml-p-1127678898?boutiqueId=61&merchantId=723193
166,,13.3,16.7,900635228,Enroush Günlük Ped I 100% Organik Pamuklu I 24 Adet,Enroush,Enroush Turkiye,142.28,,,InStock,,4.4,45,,19,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",13 saat 18 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/enroush/gunluk-ped-i-100-organik-pamuklu-i-24-adet-p-900635228?boutiqueId=61&merchantId=1081520
190,,13.2,16.8,903975951,Enroush Süper Ped I 100% Organik Pamuklu | 10 Adet,Enroush,Enroush Turkiye,269.1,,,InStock,,4.4,44,,22,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",13 saat 17 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/enroush/super-ped-i-100-organik-pamuklu-10-adet-p-903975951?boutiqueId=61&merchantId=1081520
192,,13.1,16.9,1104916534,ECOSOFT Yıkanabilir Doğal Kadın Pedi Normal 8'li %100 Pamuk ve Bambu (M beden),ECOSOFT,EcoSoft,569.05,,,InStock,,4.3,42,,29,"[""20 TL Kupon"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",13 saat 17 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/ecosoft/yikanabilir-dogal-kadin-pedi-normal-8-li-100-pamuk-ve-bambu-m-beden-p-1104916534?boutiqueId=61&merchantId=1233363
194,,13.1,16.9,896091702,Enroush Normal Ped I 100% Organik Pamuklu I 12 Adet,Enroush,Enroush Turkiye,269.1,,,InStock,,4.3,43,,15,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",13 saat 17 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/enroush/normal-ped-i-100-organik-pamuklu-i-12-adet-p-896091702?boutiqueId=61&merchantId=1081520
184,,12.5,17.5,127425865,Lady Fit Ladyfit Pamuk Ped Mega Normal 48 Ped,Lady Fit,DAĞDEVİREN GROSS,110.77,,,InStock,,4.6,36,,12,"[""Kargo Bedava""]",13 saat 17 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/lady-fit/ladyfit-pamuk-ped-mega-normal-48-ped-p-127425865?boutiqueId=61&merchantId=1083177
174,,12,18,1104875419,ECOSOFT Yıkanabilir Doğal Kadın Pedi Gece 8'li %100 Pamuk ve Bambu (L beden),ECOSOFT,EcoSoft,650.75,,,InStock,,4.5,31,,32,"[""20 TL Kupon"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",13 saat 17 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/ecosoft/yikanabilir-dogal-kadin-pedi-gece-8-li-100-pamuk-ve-bambu-l-beden-p-1104875419?boutiqueId=61&merchantId=1233363
159,,11.9,18.1,1092693681,Molped Hijyen Max Karma Paket 114 Adet,Molped,Hayat,449.99,,,InStock,,4.7,30,,11,"[""Kargo Bedava""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/molped/hijyen-max-karma-paket-114-adet-p-1092693681?boutiqueId=61&merchantId=107812
185,,11.8,18.2,1068408,o.b. OB TAMPON PRO COMFOT MİNİ 16LI-,o.b.,DAĞDEVİREN GROSS,107.57,,,InStock,,4.6,29,,6,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",17 dakika 35 saniye içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/o-b/ob-tampon-pro-comfot-mini-16li-p-1068408?boutiqueId=61&merchantId=1083177
135,,11.6,20.4,863392001,Ponped Bambu Yıkanabilir Doğal Kadın Pedi - XL BOYUT (Ekstra Büyük),Ponped,PONPED,60.17,61.4,,InStock,,4.1,15,,5,"[""Sepette %2 İndirim"",""Kargo Bedava""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/ponped/bambu-yikanabilir-dogal-kadin-pedi-xl-boyut-ekstra-buyuk-p-863392001?boutiqueId=61&merchantId=150981
177,,11.2,18.8,288650132,o.b. Super Plus 16'lı Tampon,o.b.,DAĞDEVİREN GROSS,139.91,,,InStock,,4.7,24,,5,"[""Kargo Bedava"",""Son 10 Günün En Düşük Fiyatı"",""Trendyol Plus'a Özel""]",17 dakika 50 saniye içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/o-b/super-plus-16-li-tampon-p-288650132?boutiqueId=61&merchantId=1083177
179,,10.4,20.6,1145319853,Dermacellica İntim Şampuan - 250 ml,Dermacellica,Lynch Cosmetics,387.15,391.06,,InStock,,4.5,14,,16,"[""Kargo Bedava"",""Son 10 Günün En Düşük Fiyatı"",""Son 10 günün en düşük fiyatı""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/dermacellica/intim-sampuan-250-ml-p-1145319853?boutiqueId=61&merchantId=1114398
191,,10.4,19.6,1034648139,Bade Natural Nioli Suyu Kötü Koku Önleyici Intim Bakım Spreyi & Nioli Uçucu Yağ %100 Doğal,Bade Natural,Bade Natural,406.05,,,InStock,,4.3,19,,15,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",17 dakika 26 saniye içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/bade-natural/nioli-suyu-kotu-koku-onleyici-intim-bakim-spreyi-nioli-ucucu-yag-100-dogal-p-1034648139?boutiqueId=61&merchantId=104751
154,,10,20,1042391913,Airiz Tiens 4 lü Günlük Ped,Airiz,3a Store,780,,,InStock,,4.6,17,,8,"[""Kargo Bedava"",""Sepette %1 İndirim"",""Sepette %2 İndirim""]",13 saat 18 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/airiz/tiens-4-lu-gunluk-ped-p-1042391913?boutiqueId=61&merchantId=503837
163,,10,20,933342608,Kotex Gece Külodu / Külot Standart Beden Yoğun ReGl Dönemine Özel 24 Lü Set 12PK*2,Kotex,Güneysu Grup,1205,,,InStock,,4.6,17,,7,"[""Kargo Bedava""]",3 saat 18 dakika içinde sipariş verirsen en geç bugün kargoda!,refreshed,0,https://www.trendyol.com/kotex/gece-kulodu-kulot-standart-beden-yogun-regl-donemine-ozel-24-lu-set-12pk-2-p-933342608?boutiqueId=61&merchantId=108283
167,,9.8,20.2,868587014,Badecanlar Şefkatli Kozmetik putka 50 ml genital bölge yıkama jeli | PH Dengesine Uygun Su Bazlı Dış Genital Bölge Yıkama Jeli,Badecanlar Şefkatli Kozmetik,Badecanlar,569,,,InStock,,4.5,16,,13,"[""Kargo Bedava""]",Tahmini Teslim:,refreshed,0,https://www.trendyol.com/badecanlar-sefkatli-kozmetik/putka-50-ml-genital-bolge-yikama-jeli-ph-dengesine-uygun-su-bazli-dis-genital-bolge-yikama-jeli-p-868587014?boutiqueId=61&merchantId=554293
186,,9.6,20.4,931732110,Molped Pure&Soft Hijyenik Ped Normal 230 (5PK*46) Adet Mega Pk,Molped,Ambar Express,669.95,,,InStock,,4.6,15,,13,"[""Kargo Bedava"",""Sepette %1 İndirim""]",13 saat 17 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/molped/pure-soft-hijyenik-ped-normal-230-5pk-46-adet-mega-pk-p-931732110?boutiqueId=61&merchantId=143048
182,,9.2,20.8,992285538,"Mjcare Refresh Brazilian Mask - Yatıştırıcı, Nemlendirici ve Aydınlatıcı Özel Bölge Maskesi 5'li",Mjcare,Limonian Turkey,300,,,InStock,,4.5,13,,12,"[""Kargo Bedava""]",13 saat 17 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/mjcare/refresh-brazilian-mask-yatistirici-nemlendirici-ve-aydinlatici-ozel-bolge-maskesi-5-li-p-992285538?boutiqueId=61&merchantId=526177
199,,6.8,25.2,1138871983,geelab+ Dış Genital Bölge Sıkılaştırıcı Süt 75ml,geelab+,Dermo Routine,772.38,788.38,,InStock,,4.7,3,,12,"[""Kargo Bedava"",""Son 10 Günün En Düşük Fiyatı"",""Son 10 günün en düşük fiyatı""]",13 saat 17 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/geelab/dis-genital-bolge-sikilastirici-sut-75ml-p-1138871983?boutiqueId=61&merchantId=1126515
44,-15,0,,772206134,BARUCCA İnceltici Etkili Toparlayıcı Lazer Kesim Iz Yapmayan Hayalet Paçalı Korse,BARUCCA,,492.16,,0,InStock,Son 3 günde 500+ ürün satıldı!,,,0,,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",,refreshed,0,https://www.trendyol.com/barucca/inceltici-etkili-toparlayici-lazer-kesim-iz-yapmayan-hayalet-pacali-korse-p-772206134?boutiqueId=61&merchantId=438561
53,58,0,,1159040891,camaiore Siyah Deri Parmak Arası Topuklu Terlik Ortopedik Kadın Sandalet,camaiore,Camaiore,990,,0,InStock,Son 3 günde 250+ ürün satıldı!,,,0,,"[""Sepette %5 İndirim"",""125 TL Kupon"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",13 saat 21 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/camaiore/siyah-deri-parmak-arasi-topuklu-terlik-ortopedik-kadin-sandalet-p-1159040891?boutiqueId=61&merchantId=547819
92,,0,,944739275,Mira İpek Gül Desen Pamuk Şal Pudra ps72,Mira İpek,,199.88,,,InStock,Son 3 günde 250+ ürün satıldı!,,,,,"[""Trendyol Plus'a Özel""]",,refreshed,0,https://www.trendyol.com/mira-ipek/gul-desen-pamuk-sal-pudra-ps72-p-944739275?boutiqueId=61&merchantId=764822
93,28,0,,758917759,Ritnice Line Kadın Likralı Cırt Kapama Siyah Palazzo Pantolon,Ritnice,,699,,0,InStock,Son 3 günde 250+ ürün satıldı!,,,0,,"[""Kargo Bedava""]",,refreshed,0,https://www.trendyol.com/ritnice/line-kadin-likrali-cirt-kapama-siyah-palazzo-pantolon-p-758917759?boutiqueId=61&merchantId=195439
